symbol,price,ram_raw,ram_score,exp_slope,ret_12_1,ret_3m,stoch_k,stoch_d,rsi,cci,wpr,atr,ma_score,above_ma25,above_ma50,above_ma100,above_ma200,vol_ratio,high_52w_pct,rank_change,market,momentum_score,name,sector,ret_1w,weekly_exp_slope,weekly_rsi,vol_surge,price_vs_ema20,weekly_score,weekly_rank_change
OV8.SI,3.0199999809265137,3.37550618626042,2.3300900050296605,0.3973866685404656,0.6920876755271395,0.17509729936681784,0.0,28.57142857142857,43.99999999999999,-146.12794612794545,-100.0,0.016666650772094727,2.0,0,0,1.0,1.0,0.7603177230411695,-0.053291559010839484,208,SG,53.20266863396652,Sheng Siong Group Ltd,Consumer Defensive,-0.003300326916726104,-0.1881228480199191,45.45454545454546,0.7315520241289127,-0.011331719279329522,35.32675706897228,265
F9D.SI,2.0199999809265137,2.823623295826659,2.0480843452994297,0.11823987122696682,1.1372370038661872,-0.03809520349480777,0.0,0.0,26.744184112342808,-115.6218915882536,-100.0,0.06533333460489908,1.0,0,0,0.0,1.0,1.1707289454455332,-0.21400776910616504,208,SG,53.177297238435905,Boustead Singapore Limited,Industrials,-0.0733945325371903,-0.8217025500841918,5.55554819696016,1.2965376503568593,-0.09946857911337603,20.56736063831058,338
A7RU.SI,0.5099999904632568,2.4850433386359754,1.8750739732548336,0.001652695311209175,0.45532826631883827,-0.01923075159625831,0.0,26.666603088469856,41.666683223495326,-94.553317019069,-100.0,0.005000007152557373,1.0,0,0,0.0,1.0,1.161129256896628,-0.09734514581353326,209,SG,52.84076088472382,Keppel Infrastructure Trust,Basic Materials,-0.03773581510593205,-0.1232428055727006,0.0,1.2239533601801948,-0.026463366351294648,31.838463894534055,288
BVA.SI,0.2549999952316284,-0.03510344335010398,0.7078687010635236,1.5675413861687257,-0.015956330292998255,0.41666658388244104,33.33330021964311,61.11108351636926,52.1739119167359,-29.166682188719232,-66.6666997803569,0.00899999737739563,4.0,1,1,1.0,1.0,0.7853955083754065,-0.08928573519295568,210,SG,52.751527175737536,Top Glove Corporation Bhd.,Healthcare,0.0,0.07324464795080934,50.0,0.5982138172048653,0.0004812172837673767,45.05719037892865,218
G13.SI,0.6150000095367432,0.16533740203785274,0.7632023800485039,-0.22751777793992795,0.03470874356976106,-0.06918209716999635,100.0,100.0,74.99992549434502,129.62953347744423,-0.0,0.0030000050862630206,0.0,0,0,0.0,0.0,1.541425692639397,-0.2185725777880171,212,SG,52.26007216976095,Genting Singapore Limited,Consumer Cyclical,0.0336134117055904,2.9502148546949747,,0.8310872662115149,-0.001477870521441882,60.664774966854196,135
H02.SI,15.489999771118164,2.3173427764708925,1.7893809603163013,0.004574778338350083,0.5155381300035782,0.02829194669006574,5.5999755859375,12.081270460584378,26.086964033350966,-105.27769463812068,-94.4000244140625,0.19666671752929688,0.0,0,0,0.0,0.0,1.3039543922082788,-0.1417760852126263,215,SG,51.65026652261768,Haw Par Corporation Limited,Healthcare,-0.027620874176295995,-0.711090965592926,34.285712339442284,2.881873670837131,-0.04842169628441795,35.408883587835106,265
F03.SI,2.369999885559082,1.8517358331215723,1.5514612938250987,0.03594298492363738,0.7263397528393949,-0.0017933677627006706,0.0,10.769279299502754,33.51200080078206,-258.4657469082492,-100.0,0.04199992815653483,1.0,0,0,0.0,1.0,1.181111325561481,-0.13027524091651432,215,SG,51.58359282914934,Food Empire Holdings Limited,Consumer Defensive,-0.0825805765681823,-0.14658318098915932,0.0,0.5468293171405166,-0.05690254828249541,10.389633851892425,351
HMN.SI,0.8949999809265137,0.7449959203991833,0.9861254398982775,-0.12855007557385797,0.09793232945264285,-0.037634436512754,75.0,41.666666666666664,63.63636363636363,34.14634146341478,-25.0,0.0039999961853027345,1.0,1,0,0.0,0.0,1.0749121141095077,-0.09137059093556776,224,SG,50.26019221808962,CapitaLand Ascott Trust,Real Estate,0.0,-0.07746646808332004,50.0,1.2257698930686243,0.0022257439707424886,54.856523879484065,164
P8Z.SI,1.5,3.3389861531435767,2.3114286980549315,0.5026363339275634,1.518911985249337,0.1363635912086043,0.0,11.66667610406932,16.666669978035685,-127.68519960803988,-100.0,0.041333333651224775,1.0,0,0,0.0,1.0,0.766113848634588,-0.30875578467177345,227,SG,50.07923853937458,Bumitama Agri Ltd.,Consumer Defensive,-0.013157882353605488,-0.4496071934109068,44.44445180303983,0.9818169686050779,-0.1091580435077093,31.066524954483175,291
BS6.SI,3.5399999618530273,2.7833717409476044,2.0275162746351736,0.17218999387820466,0.885539053018213,-0.12041595875008593,16.666650109821553,5.555550036607175,22.7847963738634,-98.96241540083723,-83.33334989017844,0.053333314259847005,1.0,0,0,0.0,1.0,1.0830275276429875,-0.1751456094073549,227,SG,49.753224988132544,Yangzijiang Shipbuilding (Holdings) Ltd.,Industrials,-0.0274725659805386,-0.8006766005790014,30.769202554013276,1.3088893612769796,-0.051636392980856094,30.795925924029984,292
Z25.SI,0.675000011920929,1.4367784485966604,1.3394229555992028,5.783417434539261e-10,0.5510204056462937,0.06933598858581358,18.18179847780594,6.06059949260199,31.02320258286302,-76.15061670720866,-81.81820152219406,0.015940630435943605,1.0,0,1,0.0,0.0,0.9844091339771998,-0.16539634387882662,230,SG,48.807181559000306,Yanlord Land Group Limited,Real Estate,-0.007352934086817808,-0.24412460851616968,46.15384615384615,0.5605511278978956,-0.026719322085521413,28.868117659505124,303
G92.SI,1.840000033378601,4.293168162034699,2.7990044710754844,0.1813439721937266,1.6190477747785046,0.002399127632459974,16.000032424926758,9.333356221516917,26.666671964858153,-93.33330820965477,-83.99996757507324,0.033333325386047365,1.0,0,0,0.0,1.0,0.8050373424562286,-0.17346037503544987,231,SG,48.7177163242445,China Aviation Oil (Singapore) Corporation Ltd,Energy,-0.02127657550770312,-0.7383992397091906,40.90910076109704,1.1093870145578644,-0.05376607555043511,31.35458418864016,290
OYY.SI,1.7899999618530273,2.0773358684264855,1.6667402558913478,-0.09810127118657606,0.824811210740289,0.013881751265815367,14.285689957306076,14.285689957306076,33.33330021964311,-72.64152329712792,-85.71431004269392,0.009333332379659018,1.0,0,1,0.0,0.0,1.0517505661668864,-0.2914571166534763,231,SG,48.440726079037745,PropNex Limited,Real Estate,0.005617972260667514,-0.36229162525713465,,1.8483333241246707,-0.008729676437936651,53.45959347117211,170
